,product_name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature,processor_name,processor_speed,no_cores,caches,graphics_card,ram_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
506,Gigabyte G5 KF-E3IN313SH Laptop ,86990,69,60,4.0,Windows 11,Gaming,22.7mm Thick,2.08kg,2 Year,15.6inches,1920x1080 px,141,54Wh Battery,,12th Gen Intel Core i5 12500H,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Performance Cores8 x 1.8GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsLargest",8GB DDR5 RAM,512GB SSD,"HDMI, Display Port","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
507,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop ,26490,46,95,4.5,Windows 11,Performance,19.9mm Average,1.7kg,1 Year,15.6inches,1366x768 px,100,"42Wh, 3 Cell Battery",16:9 Aspect Ratio,Integrated Intel UHD Graphics 600 Graphics,2 x 1.1GHz (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",4MB Cache,Integrated Intel UHD Graphics 600 Graphics,8GB DDR4 RAM,256GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",0.3MP Camera
508,HP 250 G9 7M659PA Laptop ,34990,57,101,4.5,Windows 11,Performance,19.9mm Average,1.74kg,1 Year,15.6inches,1366x768 px,100,"41Wh, 3 Cell Battery",16:9 Aspect Ratio,Intel Integrated Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
509,Asus Chromebook CX1400CKA-EK0257 Laptop ,14990,30,880,3.9,Chrome,Performance,18.7mm Average,1.47kg,1 Year,14inches,1920x1080 px,157,"50Wh, 3 Cell Battery",Anti Glare,Intel Integrated UHD Graphics,2 x (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",,Intel Integrated UHD Graphics,4 GB LPDDR4X RAM,64 GB SSD,,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",Inbuilt Microphone
510,Asus Chromebook CX1400CKA-EK0335 Laptop ,15990,32,196,3.9,Chrome,Performance,18.7mm Average,1.47kg,1 Year,14inches,1920x1080 px,157,"50Wh, 3 Cell Battery",Anti Glare,Intel Integrated UHD Graphics,2 x (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",,Intel Integrated UHD Graphics,4 GB LPDDR4X RAM,128 GB SSD,,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",Inbuilt Microphone
511,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop ,40739,53,106,4.4,Windows 11,Performance,19.9mm Average,1.88kg,1 Year,16inches,1920x1200 px,142,"42Wh, 3 Cell Battery",16:10 Aspect Ratio,Intel Integrated UHD Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
512,Asus Chromebook CX1500CKA-EJ0241 Laptop ,15990,30,357,4.1,Chrome,Performance,18.7mm Average,1.8kg,1 Year,15.6inches,1920x1080 px,141,"42Wh, 3 Cell Battery",Anti Glare,Intel Integrated UHD Graphics,2 x (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",,Intel Integrated UHD Graphics,4 GB LPDDR4X RAM,64 GB SSD,,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",Inbuilt Microphone
513,HP 255 G8 7J035AA Laptop ,38999,52,125,4.2,Windows 11,Performance,19.9mm Average,1.74kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,AMD Radeon  Graphics,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB Cache,AMD Radeon  Graphics,8GB DDR4 RAM,256GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
514,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop ,60190,56,236,4.3,Windows 11,Everyday Use,,1.46 kg,1 Year,14inches,1920x1080 px,141,56.6Wh Battery,Anti Glare,Intel UHD Graphics Graphics,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Intel UHD Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
515,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop ,62190,60,280,4.4,Windows 11,Everyday Use,17.9mm Slim,1.89kg,1 Year,16inches,1920x1200 px,141,56.6Wh Battery,16:10 Aspect Ratio,Intel UHD Graphics Graphics,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Intel UHD Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
516,Lenovo IdeaPad Slim 5 82XX007MIN Laptop ,69190,64,120,4.5,Windows 11,Everyday Use,17.9mm Slim,1.46kg,1 Year,14inches,1920x1200 px,162,"52.5Wh, 3 Cell Battery",16:9 Aspect Ratio,AMD Integrated SoC Graphics,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Octa Core, 16 Threads",16MB Cache,AMD Integrated SoC Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
517,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop ,59190,55,93,4.0,Windows 11,Performance,,,1 Year,14inches,1920x1200 px,162,52.5Wh Battery,Anti Glare,Intel Integrated UHD Graphics Graphics,2 x 1.2GHz (Turbo Speed upto 4.5GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated UHD Graphics Graphics,8GB LPDDR4x RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
518,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop ,179990,73,304,4.5,Windows 11,Performance,2.6mm Ultra Slim,2.6kg,1 Year,16inches,1920x1200 px,142,"90Wh, 4 Cell Battery",Anti Glare,13th Gen Intel Core i9 13900HX,8 x (Turbo Speed upto 5.4GHz) Performance Cores16 x (Turbo Speed upto 3.9GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
519,Lenovo IdeaPad Slim 5 82XE0072IN Laptop ,61000,64,99,4.2,Windows 11,Everyday Use,17.9mm Slim,1.46kg,1 Year,14inches,1920x1200 px,162,"56.6Wh, 3 Cell Battery",16:9 Aspect Ratio,AMD Integrated SoC Graphics,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Octa Core, 16 Threads",16MB Cache,AMD Integrated SoC Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
520,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop ,42990,54,75,4.2,Windows 11,Everyday Use,17.9mm Slim,1.62kg,1 Year,15.6inches,1920x1080 px,157,3 Cell Battery,16:9 Aspect Ratio,AMD Radeon 610M Graphics Graphics,4 x 2.8GHz (Turbo Speed upto 4.3GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon 610M Graphics Graphics,8GB LPDDR5 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
521,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop ,45990,56,63,4.5,Windows 11,Everyday Use,17.9mm Slim,1.62kg,1 Year,15.6inches,1920x1080 px,157,3 Cell Battery,16:9 Aspect Ratio,AMD Radeon 610M Graphics Graphics,4 x 2.8GHz (Turbo Speed upto 4.3GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon 610M Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
522,Lenovo V15 G3 IAP 82TT004VIH Laptop ,43400,52,57,4.0,DOS,"Everyday Use, Business, Performance, Gaming",19.9mm Average,1.7kg,1 Year,15.6inches,1920x1080 px,141,2 Cell Battery,Anti Glare,Intel Integrated UHD Graphics,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
523,Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop ,109990,73,102,4.1,Windows 11,Performance,18.9mm Average,1.45kg,1 Year,14inches,2880x1800 px,243,"63Wh, 3 Cell Battery",16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"4GB, NVIDIA Geforce RTX 3050 GraphicsSmall",16GB DDR4 RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
524,Asus Vivobook 16X K3605ZC-MBN542WS Laptop ,67990,61,642,4.2,Windows 11,Performance,249.1mm Thick,1.8kg,1 Year,16inches,1920x1200 px,142,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.3",1 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
525,Asus Vivobook 16X K3605ZC-MBN541WS Laptop ,67990,62,674,4.3,Windows 11,Performance,249.1mm Thick,1.8kg,1 Year,16inches,1920x1200 px,142,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
526,Asus Vivobook 14X K3405ZF-LY541WS Laptop ,64990,60,110,4.2,Windows 11,"Performance, Everyday Use",222.5mm Thick,1.4kg,1 Year,14inches,1920x1200 px,162,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3",1 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
527,Asus Vivobook 16X K3605ZU-MBN541WS Laptop ,76990,64,56,4.8,Windows 11,Gaming,18.9mm Average,1.8kg,1 Year,16inches,1920x1200 px,283,70Wh Battery,16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"6GB, NVIDIA Geforce RTX 4050 GraphicsLarge",16GB DDR4 RAM,512GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
528,MSI Thin GF63 11UC-1291IN Gaming Laptop ,62990,68,83,4.5,Windows 11,Gaming,24.9mm Thick,1.86kg,2 Year,15.6inches,1920x1080 px,141,3 Cell Battery,Anti Glare,11th Gen Intel Core i5 11400H,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
529,MSI Katana 15 B12UDXK-1004IN Gaming Laptop ,85990,71,61,4.7,Windows 11,Gaming,24.9mm Thick,2.25kg,2 Year,15.6inches,1920x1080 px,141,"53.5Wh, 3 Cell Battery",Anti Glare,12th Gen Intel Core i7 12650H,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores4 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24MB Cache,"6GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
530,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop ,33990,52,132,4.4,Windows 11,Performance,17.9mm Slim,1.38kg,1 Year,14inches,1920x1080 px,141,3 Cell Battery,16:9 Aspect Ratio,AMD Radeon AMD Graphics,4 x 2.4GHz (Turbo Speed upto 4.1GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon AMD Graphics,8GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
531,Acer TMP214-41-G3 UN.VSQSI.007 Notebook ,41200,57,127,4.2,Windows 11,Performance,19.9mm Average,1.59kg,1 Year,14inches,1366x768 px,112,"48Wh, 3 Cell Battery",,AMD Radeon AMD Graphics,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB Cache,AMD Radeon AMD Graphics,16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, VGA, Multi Card Reader","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
532,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop ,68990,59,55,4.3,Windows 11,"Everyday Use, Gaming, Performance",18.9mm Average,,1 Year,15.6inches,1920x1080 px,141,70Wh Battery,16:9 Aspect Ratio,5th Gen AMD Ryzen 5 5600H,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, NVIDIA GeForce RTX 3050 GPU GraphicsAverage",16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
533,HP Victus 15-fa0187TX Gaming Laptop ,85990,71,119,4.6,Windows 11,Gaming,22.5mm Thick,2.29kg,1 Year,15.6inches,1920x1080 px,137,"70Wh, 4 Cell Battery",16:9 Aspect Ratio,12th Gen Intel Core i7 12650H,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores4 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,1TB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
534,Acer TMP214-41-G3 UN.VSQSI.006 Notebook ,32990,55,187,4.4,Windows 11,Performance,19.9mm Average,1.59kg,1 Year,14inches,1366x768 px,112,"48Wh, 3 Cell Battery",,AMD Radeon AMD Graphics,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB Cache,AMD Radeon AMD Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, VGA, Multi Card Reader","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
535,Asus VivoBook 15 X1504ZA-NJ326WS Laptop ,35990,52,117,4.5,Windows 11,Performance,19.9mm Average,1.7kg,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,16:09 Aspect Ratio,Integrated Intel UHD Graphics Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Integrated Intel UHD Graphics Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
536,HP Victus15-fb0147AX Gaming Laptop ,47990,57,947,4.4,Windows 11,Gaming,,,1 Year,15.6inches,1920x1080 px,141,"52.5Wh, 3 Cell Battery",Anti Glare,"4 GB, AMD Radeon AMD Radeon RX 6500M GraphicsLargest",6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, AMD Radeon AMD Radeon RX 6500M GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
537,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop ,81990,54,93,4.1,Windows 11,Everyday Use,,,1 Year,14inches,1920x1080 px,141,"54Wh, 4 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5  RAM,1TB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
538,Lenovo IdeaPad 3 82KU024JIN Laptop ,48290,60,469,4.2,Windows 11,Performance,19.9mm Average,1.65kg,1 Year,15.6inches,1920x1080 px,141,"45Wh, 3 Cell Battery",Anti Glare,AMD Radeon AMD Graphics,8 x 1.8GHz (Turbo Speed upto 4.3GHz) Cores,"Octa Core, 16 Threads",8MB Cache,AMD Radeon AMD Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
539,Dell Vostro 3520 Laptop ,36990,54,747,3.9,Windows 11,"Everyday Use, Business, Performance",,1.66 kg,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,16:9 Aspect Ratio,Intel UHD Graphics Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel UHD Graphics Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.1",3 x USB 3.0,Inbuilt Microphone
540,HP Victus 15-fb1018AX Gaming Laptop ,54990,61,89,4.8,Windows 11,Gaming,,,1 Year,15.6inches,1920x1080 px,141,"52.5Wh, 4 Cell Battery",16:9 Aspect Ratio,7th Gen Amd Ryzen 5 7535HS,6 x 3.3GHz (Turbo Speed upto 4.55GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
541,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop ,52990,64,3714,4.3,Windows 11,Gaming,22.8mm Thick,2.3kg,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,16:9 Aspect Ratio,11th Gen Intel Core i5 11260H,6 x 2.1GHz (Turbo Speed upto 4.4GHz) Cores,"Hexa Core, 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
542,HP Omen 16-wf0056TX 834U0PA Gaming Laptop ,153490,65,74,4.3,Windows 11,"Everyday Use, Gaming",259.4mm Thick,2.35kg,1 Year,16.1inches,1920x1080 px,137,"83Wh, 6 Cell Battery",16:9 Aspect Ratio,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3",,"Backlit Keyboard, Inbuilt Microphone"
543,HP 15S-EQ1550AU Laptop ,34000,47,118,4.3,Windows 11,Everyday Use,242mm Thickest,1.7kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",16:9 Aspect Ratio,AMD Radeon Graphics Graphics,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 4 Threads",4MB Cache,AMD Radeon Graphics Graphics,8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0",1 x USB Type-C,
544,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop ,57990,59,74,4.8,Windows 11,"Everyday Use, Performance",234.3mm Thick,1.8kg,1 Year,15.6inches,1920x1080 px,141,"50Wh, 3 Cell Battery",16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, NVIDIA GeForce GTX 2050 GraphicsLargest",16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3",1 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
545,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop ,62990,56,76,4.6,Windows 11,Everyday Use,,1.46 kg,1 Year,14inches,1920x1200 px,157,"56.6Wh, 3 Cell Battery",Anti Glare,Intel Graphics Graphics,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Intel Graphics Graphics,16GB LPDDR5 RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
546,MSI Modern 14 C12M-459IN Laptop ,52010,56,154,4.4,Windows 11,Performance,19.35mm Average,1.4kg,1 Year,14inches,1920x1080 px,157,3 Cell Battery,,Intel Integrated Iris Xe Graphics,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Iris Xe Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
547,Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop ,35990,52,105,4.6,Windows 11,Performance,17.9mm Slim,1.38kg,1 Year,14inches,1920x1080 px,141,3 Cell Battery,16:9 Aspect Ratio,AMD Radeon AMD Graphics,4 x 2.4GHz (Turbo Speed upto 4.1GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon AMD Graphics,8GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
548,Wings Nuvobook Pro Laptop ,59990,54,158,4.1,Windows 11,"Business, Performance",16.3mm Slim,1.48kg,1 Year,14inches,1080x1920 px,157,17.85Wh Battery,Anti Glare,Intel Graphics Graphics,4 x 1.2GHz (Turbo Speed upto 4.7GHz) Cores,"Quad Core, 8 Threads",12MB Cache,Intel Graphics Graphics,16GB LPDDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
549,Wings Nuvobook S2 Laptop ,24990,46,541,4.3,Windows 11,"Business, Performance",18.4mm Slim,1.6kg,1 Year,15.6inches,1080x1920 px,141,17.85Wh Battery,Anti Glare,Intel Graphics Graphics,4 x (Turbo Speed upto 3.7GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Graphics Graphics,8GB LPDDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
